Interviewee ID,Recommender ID,Job Title applying to,Experience (Job),Experience (years),Skills Vouched for,Phrases,Recommender Job,Combined Text,Superlative Score,Normalized Superlative Score
203,510,,,,"high level, competency, robust division, significant functions, professional, accountant, contrast, professionals, role, operational efficiency, various issues, financial framework, proposals, compliance, services, accountants, respective fields, commitment, finance, departments, diverse industries, complex returns, thinking organization, organization, director, collaborative skills, federal regulations, budgeting, exceptional technical skills",,tax accountant with extensive experience in preparing complex tax returns and providing consulting services,"high level, competency, robust division, significant functions, professional, accountant, contrast, professionals, role, operational efficiency, various issues, financial framework, proposals, compliance, services, accountants, respective fields, commitment, finance, departments, diverse industries, complex returns, thinking organization, organization, director, collaborative skills, federal regulations, budgeting, exceptional technical skills ",0.7185281,0.34040153
667,551,,,,"analytical rigor, proficiency, knowledge, skills, clinical expertise, challenging landscape, commendable ability, role, data analysis, medical directors, new hires, financial plans, finance, systems, colleague, materials, organization, talent, accurate information, blend, volumes, department, adeptness, capability, analysis, training, complex appeals, synergy, performance",,Healthcare Clinical Analyst in the appeals department,"analytical rigor, proficiency, knowledge, skills, clinical expertise, challenging landscape, commendable ability, role, data analysis, medical directors, new hires, financial plans, finance, systems, colleague, materials, organization, talent, accurate information, blend, volumes, department, adeptness, capability, analysis, training, complex appeals, synergy, performance ",0.71930337,0.43423054
667,998,,,,"industry, unit, excellence, detail, future opportunities, exceptional analytical skills, role, complex financial landscapes, supervision, privilege, professional development, ability, future, changing priorities, financial plans, drive, meticulous attention, organization, supervisor, issues, accuracy, knack",,seasoned Dealership Finance Manager,"industry, unit, excellence, detail, future opportunities, exceptional analytical skills, role, complex financial landscapes, supervision, privilege, professional development, ability, future, changing priorities, financial plans, drive, meticulous attention, organization, supervisor, issues, accuracy, knack ",0.7284844,0.43423054
667,516,,,,"exceptional skills, skills, unit, budgets, problem-solving, future opportunities, role, leadership, strategic making, data, team leadership, respect, financial plans, commitment, high standard, talented professional, department, impressive ability, training, supervising professionals, accuracy, financial planning, distinct pleasure, peers, valuable insights",,,"exceptional skills, skills, unit, budgets, problem-solving, future opportunities, role, leadership, strategic making, data, team leadership, respect, financial plans, commitment, high standard, talented professional, department, impressive ability, training, supervising professionals, accuracy, financial planning, distinct pleasure, peers, valuable insights ",0.74015003,0.43423054
455,346,,,,"project management, comprehensive system, charitable contributions, strong organizational skills, excellence, policies, tracking, confidentiality, outstanding competence, exceptional professional, efficiency, privilege, strong financial acumen, ability, remarkable skills, innovative approach, systems, experienced Accountant, collaborative projects, annual budget, financial operations, deposits, meticulous records, volumes, integrity, development",,Church Administrator,"project management, comprehensive system, charitable contributions, strong organizational skills, excellence, policies, tracking, confidentiality, outstanding competence, exceptional professional, efficiency, privilege, strong financial acumen, ability, remarkable skills, innovative approach, systems, experienced Accountant, collaborative projects, annual budget, financial operations, deposits, meticulous records, volumes, integrity, development ",0.74219763,0.47674695
455,796,,financial accounting and auditing,15.0,"accomplishments, exceptional skills, senior accountant, context, role, efficiency, compliance, communication, seasoned accountant, automation, numerous functions, numerous initiatives, strategic practices, expectations, financial control, procedures, processes, workflows, payable, recommendation, operations, financial accounting, proactive approach",,,"accomplishments, exceptional skills, senior accountant, context, role, efficiency, compliance, communication, seasoned accountant, automation, numerous functions, numerous initiatives, strategic practices, expectations, financial control, procedures, processes, workflows, payable, recommendation, operations, financial accounting, proactive approach ",0.71381634,0.47674695
455,92,,,,"lead, efficient daily workflows, functions, deadlines, skills, oriented professional, reporting, proactive solver, innovative solutions, strong analytical capabilities, exceptional strategic thinking, compliance, advanced role, communication, broad range, principles, automation, substantial contracts, processes, organization, functionalities, financial operations, training, outstanding professional, expertise, thorough understanding",,team lead,"lead, efficient daily workflows, functions, deadlines, skills, oriented professional, reporting, proactive solver, innovative solutions, strong analytical capabilities, exceptional strategic thinking, compliance, advanced role, communication, broad range, principles, automation, substantial contracts, processes, organization, functionalities, financial operations, training, outstanding professional, expertise, thorough understanding ",0.74047345,0.47674695
257,860,,,,"analytical rigor, assistant, intern, valuable skills, addition, programming, research, remarkable grasp, collaborative spirit, plans, small enterprises, financial data, ability, tenure, finance, capacity, findings, systems, organization, reports, impressive ability, financial products, proactive approach",,research assistant,"analytical rigor, assistant, intern, valuable skills, addition, programming, research, remarkable grasp, collaborative spirit, plans, small enterprises, financial data, ability, tenure, finance, capacity, findings, systems, organization, reports, impressive ability, financial products, proactive approach ",0.719531,0.46036658
257,651,,,,"commercial recommendations, dynamic starter, skills, corporate banking, programming, role, financial advisors, innovative solutions, financial institution, data analysis, communication, banking, insight, internship, other hand, financial analysis, processes, pleasure, positive experiences, importance, operations, remarkable analytical skills, future endeavors, capabilities, exceptional intern, projects",,Registered Client Service Associate has given me insight into the importance of strong client relationships and operational efficiency in banking,"commercial recommendations, dynamic starter, skills, corporate banking, programming, role, financial advisors, innovative solutions, financial institution, data analysis, communication, banking, insight, internship, other hand, financial analysis, processes, pleasure, positive experiences, importance, operations, remarkable analytical skills, future endeavors, capabilities, exceptional intern, projects ",0.7312293,0.46036658
257,706,,,,"proficiency, intern, impactful contributions, innovative financial products, programming, efficient systems, ability, next opportunity, small enterprises, financial data, new concepts, finance, financial sector, internship, programming languages, departmental operations, talented intern, organization, pleasure, remarkable analytical skills, insightful reports, complex resolutions, development",,Mortgage Banking Research Specialist with extensive experience in handling complex complaint resolutions and compliance audits,"proficiency, intern, impactful contributions, innovative financial products, programming, efficient systems, ability, next opportunity, small enterprises, financial data, new concepts, finance, financial sector, internship, programming languages, departmental operations, talented intern, organization, pleasure, remarkable analytical skills, insightful reports, complex resolutions, development ",0.73155725,0.46036658
257,102,,,,"complex tasks, valuable contribution, skills, robust sales performances, programming, context, privilege, compliance, data analysis, strategies, ability, coverage, finance, comprehensive reports, internship, person, processes, high standards, sales, analytical skills, senior decisions, diverse teams, significant potential",,Corporate Banking Assistant,"complex tasks, valuable contribution, skills, robust sales performances, programming, context, privilege, compliance, data analysis, strategies, ability, coverage, finance, comprehensive reports, internship, person, processes, high standards, sales, analytical skills, senior decisions, diverse teams, significant potential ",0.7353048,0.46036658
257,517,,,,"interns, intern, diverse sets, key player, profound understanding, technical proficiency, professional, solid foundation, tools, programming, solid groundwork, exceptional analytical skills, data analysis, qualifications, analytical acumen, organizational performance, formidable capable partnership, finance, systems, financial reports, departmental efficiency, profitability, profits, due diligence, financial dynamics, retail banking, complex financial challenges, financial analyst, international projects, manager, expertise",,key player in augmenting profits,"interns, intern, diverse sets, key player, profound understanding, technical proficiency, professional, solid foundation, tools, programming, solid groundwork, exceptional analytical skills, data analysis, qualifications, analytical acumen, organizational performance, formidable capable partnership, finance, systems, financial reports, departmental efficiency, profitability, profits, due diligence, financial dynamics, retail banking, complex financial challenges, financial analyst, international projects, manager, expertise ",0.7377001,0.46036658
859,123,,,,"successful partnerships, skills, complementary expertise, outstanding performance, competitive pricing, professionals, proven record, strong understanding, role, products, transition, exceptional interpersonal skills, collaboration, banking, sector, customer service, experiences, profitability, distributors, natural next step, clientele, sales, relations, promising collaboration",proven track record,,"successful partnerships, skills, complementary expertise, outstanding performance, competitive pricing, professionals, proven record, strong understanding, role, products, transition, exceptional interpersonal skills, collaboration, banking, sector, customer service, experiences, profitability, distributors, natural next step, clientele, sales, relations, promising collaboration proven track record",0.75095934,0.5193042
859,245,,,,"potential, exceptional skills, human resources, robust partnerships, skills, Consultant, strategic objectives, role, privilege, complex conditions, ability, numerous organizations, seamless interactions, departments, organization, several cross - functional projects, relations, extensive expertise, future endeavors, development, expertise, significant value",,,"potential, exceptional skills, human resources, robust partnerships, skills, Consultant, strategic objectives, role, privilege, complex conditions, ability, numerous organizations, seamless interactions, departments, organization, several cross - functional projects, relations, extensive expertise, future endeavors, development, expertise, significant value ",0.7435444,0.5193042
859,642,,,,"various fields, senior associate, collaborative endeavor, fields, strong engagement, significant growth, efforts, innovative strategies, same level, senior executive, interests, banking, own capacity, customized solutions, productive partnerships, responsiveness, partner, exceptional ability, importance, distributors, sales, necessity, remarkable aptitude, relations, proactive approach, financial markets, fluctuations",,senior associate in financial markets,"various fields, senior associate, collaborative endeavor, fields, strong engagement, significant growth, efforts, innovative strategies, same level, senior executive, interests, banking, own capacity, customized solutions, productive partnerships, responsiveness, partner, exceptional ability, importance, distributors, sales, necessity, remarkable aptitude, relations, proactive approach, financial markets, fluctuations ",0.72915536,0.5193042
859,160,,,,"continuous improvement, exceptional skills, industry, excellence, opportunities, role, marketing, innovative strategies, passion, collaborative spirit, communication, future endeavor, commitment, impressive analytical skills, devoted professional, principle, financial analysis, handling, emphasis, importance, potential contributions, operations, comprehensive understanding",,,"continuous improvement, exceptional skills, industry, excellence, opportunities, role, marketing, innovative strategies, passion, collaborative spirit, communication, future endeavor, commitment, impressive analytical skills, devoted professional, principle, financial analysis, handling, emphasis, importance, potential contributions, operations, comprehensive understanding ",0.7465607,0.5193042
859,19,,,,"contracts, project management, robust foundation, strong partnerships, problem-solving, community, executive, seasoned executive, role, products, demonstrated record, strategic collaboration, banking, collaboration, sector, market, finance, officer, person, organization, combined sets, engagement, impressive level, sales, relations, expertise, tailored financial solutions",,,"contracts, project management, robust foundation, strong partnerships, problem-solving, community, executive, seasoned executive, role, products, demonstrated record, strategic collaboration, banking, collaboration, sector, market, finance, officer, person, organization, combined sets, engagement, impressive level, sales, relations, expertise, tailored financial solutions ",0.71395403,0.5193042
859,212,,,,"competitive landscape, proficiency, exceptional skills, joint endeavors, budgets, excellence, professional, problem-solving, detail, executive, role, skilled executive, services, communication, daunting tasks, solving, expertise, time, innovative approach, growth, programs, organization, invaluable asset, exceptional ability, opportunity, profitability, impressive career, administrator, equipment, connections, various teams",,program administrator,"competitive landscape, proficiency, exceptional skills, joint endeavors, budgets, excellence, professional, problem-solving, detail, executive, role, skilled executive, services, communication, daunting tasks, solving, expertise, time, innovative approach, growth, programs, organization, invaluable asset, exceptional ability, opportunity, profitability, impressive career, administrator, equipment, connections, various teams ",0.72591674,0.5193042
401,210,,,,"domain, approach, professional excellence, quick making, deadlines, paced environmentssimilar, detail, strong capacity, various based tools, efficiency, collaborative spirit, communication, ability, technical prowess, engineer, set, attention, processes, customer service, high scores, importance, languages, exceptional engineer, innovative mindset, projects, effective communication",,software engineer,"domain, approach, professional excellence, quick making, deadlines, paced environmentssimilar, detail, strong capacity, various based tools, efficiency, collaborative spirit, communication, ability, technical prowess, engineer, set, attention, processes, customer service, high scores, importance, languages, exceptional engineer, innovative mindset, projects, effective communication ",0.7383289,0.48996523
401,512,,,,"skills, outreach, detail, professionals, situations, calls, dedicated professional, ability, communication, respective fields, sector, teams, inquiries, paced retail environments, customer service, experiences, comparison, various companies, efficient operations, high standards, Cashier, strong interpersonal skills",,,"skills, outreach, detail, professionals, situations, calls, dedicated professional, ability, communication, respective fields, sector, teams, inquiries, paced retail environments, customer service, experiences, comparison, various companies, efficient operations, high standards, Cashier, strong interpersonal skills ",0.7277681,0.48996523
633,903,,,,"complex electronic systems, quality, aviation, skills, industry, unmatched support, components, role, professional foundation, electrician, efficiency, ability, profound knowledge, doubts, parts, exceptional salesman, systems, vital information, critical importance, intricate technical details, customer service, sales, decades",,,"complex electronic systems, quality, aviation, skills, industry, unmatched support, components, role, professional foundation, electrician, efficiency, ability, profound knowledge, doubts, parts, exceptional salesman, systems, vital information, critical importance, intricate technical details, customer service, sales, decades ",0.737796,0.5458858
633,35,,,,"high level, complexities, excellence, detail, components, industries, future opportunities, role, compliance, ability, solid educational foundation, support, time, parts, commitment, sector, programs, customer service, meticulous attention, pleasure, sales, competence, investigations, various teams",,Personnel Security Specialist with extensive experience in managing security programs and conducting background investigations,"high level, complexities, excellence, detail, components, industries, future opportunities, role, compliance, ability, solid educational foundation, support, time, parts, commitment, sector, programs, customer service, meticulous attention, pleasure, sales, competence, investigations, various teams ",0.7295037,0.5458858
633,788,,,,"skills, professionalism, unwavering commitment, ability, communication, concierge, expert knowledge, unique ability, parts, sector, complex inquiries, processes, customer service, organization, technical specifications, gaps, tremendous asset, aeronautics, sales, proactive approach, precise information",,concierge and doorman with extensive customer service experience,"skills, professionalism, unwavering commitment, ability, communication, concierge, expert knowledge, unique ability, parts, sector, complex inquiries, processes, customer service, organization, technical specifications, gaps, tremendous asset, aeronautics, sales, proactive approach, precise information ",0.7379621,0.5458858
633,358,,,,"outstanding professionalism, skills, industry, detail, role, communication, valuable asset, parts, salesman, attention, accurate fulfillment, customer service, endeavor, technical knowledge, pressure, issues, server, proactive approach, precise information, commendable traits, equipment, crucial level",,server,"outstanding professionalism, skills, industry, detail, role, communication, valuable asset, parts, salesman, attention, accurate fulfillment, customer service, endeavor, technical knowledge, pressure, issues, server, proactive approach, precise information, commendable traits, equipment, crucial level ",0.74192566,0.5458858
892,821,,governmental accounting,15.0,"dynamics, human resources, requirements, accountant, smooth interactions, qualities, initiatives, governmental accounting, contributions, specialist, ability, communication, impressive organizational skills, collaboration, commitment, finance, departments, inquiries, strong foundation, programs, organization, pleasure, complex processes, metrics, training, doubt, timely support, colleagues, proactive approach, significant value",,,"dynamics, human resources, requirements, accountant, smooth interactions, qualities, initiatives, governmental accounting, contributions, specialist, ability, communication, impressive organizational skills, collaboration, commitment, finance, departments, inquiries, strong foundation, programs, organization, pleasure, complex processes, metrics, training, doubt, timely support, colleagues, proactive approach, significant value ",0.72212595,0.3270152
268,486,,,,"aviation, skills, excellence, detail, contrast, foreign regulations, significant advancements, role, passion, other professional, environments, wealth, activities, commitment, regulatory compliance, sector, distribution, oversight, meticulous attention, career, expert, safety, assets, complementary skills, complex operations, unparalleled expertise, potential partnership",,subject matter expert in foreign regulations and experience in overseeing certification activities align well with Owen's passion for aviation,"aviation, skills, excellence, detail, contrast, foreign regulations, significant advancements, role, passion, other professional, environments, wealth, activities, commitment, regulatory compliance, sector, distribution, oversight, meticulous attention, career, expert, safety, assets, complementary skills, complex operations, unparalleled expertise, potential partnership ",0.7228349,0.3375916
634,153,,,,"tact, skills, combination, budgets, initiatives, role, leadership, efficiency, privilege, objectives, smoother workflow, unique ability, governmental regulations, difficult situations, financial reporting, organization, actionable insights, complex financial operations, strategic vision, overall financial health, trends, exceptional leadership",,Finance Analyst with over four years of experience,"tact, skills, combination, budgets, initiatives, role, leadership, efficiency, privilege, objectives, smoother workflow, unique ability, governmental regulations, difficult situations, financial reporting, organization, actionable insights, complex financial operations, strategic vision, overall financial health, trends, exceptional leadership ",0.7387444,0.5465518
634,350,,,,"proficiency, skills, proven financial leadership, requirements, problem-solving, financial goals, professionals, unwavering commitment, ability, accountability, solving, operational efficiencies, comprehensive financial reports, activities, governmental regulations, preparation, organization, pleasure, complex financial operations, financial context, exceptional leadership, accuracy, expertise",,Budget Finance Specialist Senior,"proficiency, skills, proven financial leadership, requirements, problem-solving, financial goals, professionals, unwavering commitment, ability, accountability, solving, operational efficiencies, comprehensive financial reports, activities, governmental regulations, preparation, organization, pleasure, complex financial operations, financial context, exceptional leadership, accuracy, expertise ",0.7349386,0.5465518
406,727,,,,"approach, industry, rapport, role, ability, communication, collaboration, analytical thinking, insight, commitment, assurance, sector, essential blend, customer service, career, settings, issues, decade, manager, fitness, results",,Service Advocate IV in Clinical Support,"approach, industry, rapport, role, ability, communication, collaboration, analytical thinking, insight, commitment, assurance, sector, essential blend, customer service, career, settings, issues, decade, manager, fitness, results ",0.7094316,0.1376321
250,72,,,,"role, server, professional excellence, results, own commitment, training, advanced scientific expertise, ability, communication, various responsibilities, complex scientific concepts, customer service, professional trajectory, experiences, courses, academic development, effective communication",,food server and crew trainer,"role, server, professional excellence, results, own commitment, training, advanced scientific expertise, ability, communication, various responsibilities, complex scientific concepts, customer service, professional trajectory, experiences, courses, academic development, effective communication ",0.74685836,0.7703656
250,287,,,,"dual role, industry, complexities, scientific knowledge, practical application, scientific acumen, exceptional professional, communication, commitment, Screening, various scientific sectors, technical support, outstanding skills, pleasure, blend, remarkable ability, advanced academic settings, sales, substantial sales targets, intricate scientific principles, expertise, scientific community",,Field Application Scientist and Adjunct Faculty member at the Zanvyl Kreiger School of Arts and Sciences,"dual role, industry, complexities, scientific knowledge, practical application, scientific acumen, exceptional professional, communication, commitment, Screening, various scientific sectors, technical support, outstanding skills, pleasure, blend, remarkable ability, advanced academic settings, sales, substantial sales targets, intricate scientific principles, expertise, scientific community ",0.753923,0.7703656
250,513,,,,"professional, practical application, complex courses, independent consultant, experienced professional, proven record, hands labs, adaptability, invaluable insights, intricate scientific concepts, unique ability, academic knowledge, significant sales, customer service, organization, molecular biology, adjunct member, pre - sales support, educational settings, training, sales, vital skills, scientific sector, exceptional talent, expertise",proven track record,,"professional, practical application, complex courses, independent consultant, experienced professional, proven record, hands labs, adaptability, invaluable insights, intricate scientific concepts, unique ability, academic knowledge, significant sales, customer service, organization, molecular biology, adjunct member, pre - sales support, educational settings, training, sales, vital skills, scientific sector, exceptional talent, expertise proven track record",0.7547501,0.7703656
861,647,,,,"operational strategies, continuous improvement, comprehensive programs, innovative methodologies, mandated programs, seasoned entrepreneur, operational efficiency, versatility, compliance, ability, new hires, strong analytical skills, effective solutions, resources, first, organizational effectiveness, sector, communications, combined backgrounds, safety, federal regulations, training, current role, development, impressive expertise, innovative mindset, foundation",,,"operational strategies, continuous improvement, comprehensive programs, innovative methodologies, mandated programs, seasoned entrepreneur, operational efficiency, versatility, compliance, ability, new hires, strong analytical skills, effective solutions, resources, first, organizational effectiveness, sector, communications, combined backgrounds, safety, federal regulations, training, current role, development, impressive expertise, innovative mindset, foundation ",0.73695695,0.5003442
861,732,,,,"improvement, capabilities, dynamics, impactful contributions, robust ethic, human resources, problem-solving, role, comprehensive materials, managers, ability, communication, new employees, expertise, teams, programs, Mechanic, organization, significant value, gaps, opportunity, training, complex operations, strict adherence, knack, standards, effective communication",,,"improvement, capabilities, dynamics, impactful contributions, robust ethic, human resources, problem-solving, role, comprehensive materials, managers, ability, communication, new employees, expertise, teams, programs, Mechanic, organization, significant value, gaps, opportunity, training, complex operations, strict adherence, knack, standards, effective communication ",0.73276633,0.5003442
861,168,,,,"project management, Collaboration, comprehensive programs, human resources, skills, effective dynamics, professionals, qualities, transition, leadership, managers, compliance, communication, various protocols, remarkable evident synergy, individual capabilities, value, experiences, organization, complex audits, hallmark, gaps, pressure, technician, training, current role, electronics, capabilities, diverse teams, expertise, significant organizational changes",,,"project management, Collaboration, comprehensive programs, human resources, skills, effective dynamics, professionals, qualities, transition, leadership, managers, compliance, communication, various protocols, remarkable evident synergy, individual capabilities, value, experiences, organization, complex audits, hallmark, gaps, pressure, technician, training, current role, electronics, capabilities, diverse teams, expertise, significant organizational changes ",0.73150945,0.5003442
439,877,,,,"dynamics, skills, care, community, optimal delivery, efforts, physicians, unmatched ethic, effectiveness, customer service, organization, primary role, pleasure, military personnel, deep understanding, referrals, sales, schedules, future endeavors",,dedicated Medical Support Assistant with years of experience in customer service and administrative support in a healthcare setting,"dynamics, skills, care, community, optimal delivery, efforts, physicians, unmatched ethic, effectiveness, customer service, organization, primary role, pleasure, military personnel, deep understanding, referrals, sales, schedules, future endeavors ",0.7307959,0.41792932
439,423,,,,"strong skills, reliable employee, new partnerships, changing environments, physicians, necessary leadership, reputation, dedicated professional, services, ability, communication, sales goals, sector, teams, capacity, thorough analyses, oriented services, medical community, pleasure, targeted strategies, opportunity, referrals, remarkable adaptability, operations, sales, exceptional professionalism",results-driven,Healthcare Associate with extensive experience in operations and patient management,"strong skills, reliable employee, new partnerships, changing environments, physicians, necessary leadership, reputation, dedicated professional, services, ability, communication, sales goals, sector, teams, capacity, thorough analyses, oriented services, medical community, pleasure, targeted strategies, opportunity, referrals, remarkable adaptability, operations, sales, exceptional professionalism results-driven",0.73750544,0.41792932
439,165,,,,"exceptional performance, care, significant initiatives, professionalism, professional journey, providers, strategic analysis, services, communication, remarkable skills, sector, opportunity, trustworthy professional, adeptness, referrals, challenges, training, sales, healthcare, capabilities",exceptional performance,seasoned Key Account Manager with over 25 years in pharmaceutical and medical device sales,"exceptional performance, care, significant initiatives, professionalism, professional journey, providers, strategic analysis, services, communication, remarkable skills, sector, opportunity, trustworthy professional, adeptness, referrals, challenges, training, sales, healthcare, capabilities exceptional performance",0.73053265,0.41792932
439,364,,,,"exceptional skills, industry, Specialist, professionalism, problem-solving, qualities, impressive capabilities, oriented solutions, grace, processing, physicians, services, ability, communication, environments, wealth, commitment, customer service, effective strategies, organization, opportunity, importance, challenging situations, referrals, analysis, sales, recognition, proactive approach",,Claims Service Specialist,"exceptional skills, industry, Specialist, professionalism, problem-solving, qualities, impressive capabilities, oriented solutions, grace, processing, physicians, services, ability, communication, environments, wealth, commitment, customer service, effective strategies, organization, opportunity, importance, challenging situations, referrals, analysis, sales, recognition, proactive approach ",0.7289405,0.41792932
439,210,,,,"approach, executive, proven record, efforts, innovative solutions, physicians, relation, services, ability, communication, several projects, engineer, strategy, growth, expectations, exceptional executive, delivery, technical skills, processes, outstanding skills, organization, opportunity, keen insight, referrals, various providers, operations, sales, based tools, thorough analysis",proven track record,software engineer,"approach, executive, proven record, efforts, innovative solutions, physicians, relation, services, ability, communication, several projects, engineer, strategy, growth, expectations, exceptional executive, delivery, technical skills, processes, outstanding skills, organization, opportunity, keen insight, referrals, various providers, operations, sales, based tools, thorough analysis proven track record",0.7277441,0.41792932
439,460,,,,"exceptional communication, dynamics, complexities, opportunities, trust, oriented care, providers, role, grace, strategic analysis, testament, physicians, privilege, services, ability, communication, goals, interaction, commitment, sector, asset, others, organization, referrals, true professionalism, sales, remarkable leadership",,Health Services Manager with the NC Air Guard,"exceptional communication, dynamics, complexities, opportunities, trust, oriented care, providers, role, grace, strategic analysis, testament, physicians, privilege, services, ability, communication, goals, interaction, commitment, sector, asset, others, organization, referrals, true professionalism, sales, remarkable leadership ",0.7138007,0.41792932
895,724,,,,"efficient resolution, exceptional skills, human resources, care, staff, policies, realm, role, centered philosophy, privilege, communication, passionate advocate, complaints, responsiveness, person, leaders, patients, proactive engagement, rights, culture, landscape, training, dedicated professionals",,Business Office Manager in a healthcare environment for over 16 years,"efficient resolution, exceptional skills, human resources, care, staff, policies, realm, role, centered philosophy, privilege, communication, passionate advocate, complaints, responsiveness, person, leaders, patients, proactive engagement, rights, culture, landscape, training, dedicated professionals ",0.71316355,0.30242196
895,330,,,,"proficiency, process, care, staff, advocate, policies, exceptional relational skills, vital asset, overall performance, role, reliable advocate, ability, communication, analytical approach, analyst, colleague, experiences, settings, organization, patients, proactive resolutions, importance, issues, trends, diverse teams, effective communication",,health systems analyst,"proficiency, process, care, staff, advocate, policies, exceptional relational skills, vital asset, overall performance, role, reliable advocate, ability, communication, analytical approach, analyst, colleague, experiences, settings, organization, patients, proactive resolutions, importance, issues, trends, diverse teams, effective communication ",0.72503185,0.30242196
895,605,,,,"strong skills, skills, combination, profound understanding, organizational goals, role, perspectives, various professionals, strategies, communication, recruitment, organizational context, commitment, Corporate Recruiter, complaints, candidates, strong foundation, leaders, settings, opportunity, recommendation, recipient, exceptional candidate",,Corporate Regional Recruiter,"strong skills, skills, combination, profound understanding, organizational goals, role, perspectives, various professionals, strategies, communication, recruitment, organizational context, commitment, Corporate Recruiter, complaints, candidates, strong foundation, leaders, settings, opportunity, recommendation, recipient, exceptional candidate ",0.7127951,0.30242196
895,920,,,,"quality, skills, advocate, senior analyst, profound respect, policies, grievances, role, same level, common goal, efficient communication, communication, respective environments, parallel fields, commitment, comprehensive reports, experiences, organization, department, capability, strong commitment, analytical skills, future endeavors, actions, various teams",,senior analyst specializing in data quality and governance,"quality, skills, advocate, senior analyst, profound respect, policies, grievances, role, same level, common goal, efficient communication, communication, respective environments, parallel fields, commitment, comprehensive reports, experiences, organization, department, capability, strong commitment, analytical skills, future endeavors, actions, various teams ",0.73091936,0.30242196
266,292,,,,"proficiency, largest companies, reporting, Specialist, detail, stringent timelines, internal policies, role, detailed reports, compliance, principles, capacity, overtime, impressive command, reliable professional, financial analysis, meticulous nature, invoices, organization, pleasure, financial operations, talents, departmental productivity, Accountant, closing, efficient workbooks, renowned international contractor, financial records",,Finance Specialist with comprehensive experience in financial analysis and budgeting,"proficiency, largest companies, reporting, Specialist, detail, stringent timelines, internal policies, role, detailed reports, compliance, principles, capacity, overtime, impressive command, reliable professional, financial analysis, meticulous nature, invoices, organization, pleasure, financial operations, talents, departmental productivity, Accountant, closing, efficient workbooks, renowned international contractor, financial records ",0.70892787,0.38722712
266,99,,,,"incredible asset, skills, remarkable expertise, detail, problem-solving, solid foundation, contrast, role, accurate financial records, streamlined processes, effective financial operations, solving, tenure, billings, attention, financial reporting, overall efficiency, invoices, organization, pleasure, blend, general practices, external audits, skilled Specialist, Accountant, multiple financial responsibilities, proactive approach, capabilities",,Finance Accountant for several years,"incredible asset, skills, remarkable expertise, detail, problem-solving, solid foundation, contrast, role, accurate financial records, streamlined processes, effective financial operations, solving, tenure, billings, attention, financial reporting, overall efficiency, invoices, organization, pleasure, blend, general practices, external audits, skilled Specialist, Accountant, multiple financial responsibilities, proactive approach, capabilities ",0.7379504,0.38722712
266,993,,,,"proficiency, board, excellence, complex financial environments, detail, role, operational efficiency, specialist, ability, principles, collaboration, flawless scores, vital audits, strong foundation, monthly rental payments, financial reporting, invoices, career, exceptional attention, pressure, effective financial systems, history, fortunate organization, tight deadlines, accuracy, expertise, shared commitment",,,"proficiency, board, excellence, complex financial environments, detail, role, operational efficiency, specialist, ability, principles, collaboration, flawless scores, vital audits, strong foundation, monthly rental payments, financial reporting, invoices, career, exceptional attention, pressure, effective financial systems, history, fortunate organization, tight deadlines, accuracy, expertise, shared commitment ",0.73369914,0.38722712
266,673,,,,"quality, transactions, books, detail, various aspects, role, operational efficiency, talented specialist, specialist, dedicated professional, remarkable skills, principles, time, end, timely reports, finance, meticulous approach, attention, financial reporting, handling, invoices, financial stability, organization, pleasure, exceptional proficiency, external auditors, high standards, great competence, closing, prominent organization",,Special Finance Manager,"quality, transactions, books, detail, various aspects, role, operational efficiency, talented specialist, specialist, dedicated professional, remarkable skills, principles, time, end, timely reports, finance, meticulous approach, attention, financial reporting, handling, invoices, financial stability, organization, pleasure, exceptional proficiency, external auditors, high standards, great competence, closing, prominent organization ",0.7327884,0.38722712
266,660,,,,"major international contractor, deadlines, excellence, professionalism, detail, future opportunities, comprehensive financial statements, privilege, exceptional growth, principles, esteemed company, tenure, timely reporting, commitment, teams, complex inquiries, processes, invoices, meticulous attention, pressure, remarkable ability, adeptness, high standards, various stakeholders, Accountant, extensive expertise, accuracy",,Finance Director with extensive expertise in financial management and a reputation for restructuring teams,"major international contractor, deadlines, excellence, professionalism, detail, future opportunities, comprehensive financial statements, privilege, exceptional growth, principles, esteemed company, tenure, timely reporting, commitment, teams, complex inquiries, processes, invoices, meticulous attention, pressure, remarkable ability, adeptness, high standards, various stakeholders, Accountant, extensive expertise, accuracy ",0.7298669,0.38722712
266,258,,,,"deadlines, leading international firm, industry, complexities, solid foundation, detail, financial transactions, seasoned manager, financial statements, specialist, financial integrity, billing, general accounting, principles, finance, critical skills, financial analysis, attention, invoices, preparation, organization, financial operations, exceptional proficiency, pressure, capability, financial accountant, accuracy, expertise",,financial accountant in a leading international contracting firm,"deadlines, leading international firm, industry, complexities, solid foundation, detail, financial transactions, seasoned manager, financial statements, specialist, financial integrity, billing, general accounting, principles, finance, critical skills, financial analysis, attention, invoices, preparation, organization, financial operations, exceptional proficiency, pressure, capability, financial accountant, accuracy, expertise ",0.713739,0.38722712
